smooth,raw,prob,normit,gombit,base2,base10,smooth_obj,raw_obj,prob_obj,normit_obj,gombit_obj,base2_obj,base10_obj,img_freq,instance_freq
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8.340246734689194,7.355740938246138,7.3551018202072465,3.2209133650223976,7.355421396246417,10.612090973671634,3.194557699790146,10.354158897415592,9.363290593665011,9.36320477273859,3.7574779464712598,9.363247683508304,13.50837290588279,4.0664254372853375,64,109
6.614736651002339,5.6174701539690695,5.6138297130961465,2.6843248606923056,5.6156504857329494,8.104296333472938,2.439636290124977,8.068072803801583,7.068996658254947,7.0681452092634665,3.137806300761135,7.068570963966099,10.198406422925066,3.0700262412726507,364,1081
4.958728910973484,3.959242077365537,3.9399801843493663,2.0731842427328675,3.949626589998093,5.711978910694177,1.7194769867190203,6.832891534861387,5.833159528626963,5.830226422582668,2.75564701497021,5.831693334067756,8.415470324664323,2.5333089953440635,1911,3720
7.503998710488575,6.510677715660351,6.509189136977856,2.970315277767509,6.509933518646902,9.392922453209472,2.827551405361759,9.985735060987778,8.992043442867189,8.991919039491444,3.6635009677209527,8.99198124182399,12.972776482482614,3.905194848271538,149,158
9.113436622922675,8.147328191619335,8.147038641867175,3.441258223323449,8.147183420236392,11.754109978544061,3.538339675875077,9.717101183506692,8.721919682628785,8.721756695315058,3.5937536252919444,8.721838190078735,12.583070273160391,3.787881589769043,29,207
9.218797138580502,8.256527483584328,8.256267891143,3.4706928114286173,8.256397690171719,11.911651255530542,3.5857643258032152,11.365759809094072,10.39107682976451,10.391046124040685,4.007324337061525,10.391061476941301,14.991155011797469,4.512787328199462,26,39
8.42028944236273,7.43708657770009,7.436497405470007,3.2441547195219513,7.436792006048458,10.729447924309794,3.229885662131889,7.615667670812147,6.616254945849848,6.6149156152675594,3.002596812137773,6.615585355300662,9.545238199634651,2.873403013847687,59,1700
9.379139788655682,8.423581568247494,8.423361917491311,3.5153025434742315,8.423471744879688,12.152659355034336,3.658314992951827,11.796542725186528,10.835762651025954,10.835742967978137,4.111171249847173,10.835752809516306,15.632701040884992,4.705911926553924,22,25
9.949684647123293,9.02971737181781,9.029597568295443,3.673135136932775,9.029657470655016,13.027128472950478,3.9215564277264083,12.221425919151793,11.282049753654373,11.282037156548402,4.213054239009179,11.282043455104708,16.276557230659716,4.899731952570036,12,16
9.147338174598357,8.182419511430606,8.182139947548439,3.4507410822741753,8.182279732746109,11.80473605161403,3.553579642431814,11.365759809094072,10.39107682976451,10.391046124040685,4.007324337061525,10.391061476941301,14.991155011797469,4.512787328199462,28,39
6.2880973352973655,5.29006559233045,5.285011411881507,2.572974654277121,5.287539566469927,7.631951396032477,2.2974462956553716,8.128062229985286,7.129043278783687,7.128241471602914,3.1553654845714774,7.128642401980545,10.28503538458402,3.096104157225221,505,1018
5.417912626090071,4.418730800508278,4.406608100788239,2.2555467447988806,4.412675573967778,6.374881012916613,1.9190304036766839,5.28742972896451,4.287486243315284,4.273651564464306,2.204647512317509,4.280576878807865,6.185535141110612,1.8620316167079307,1207,17451
10.90519609215073,10.12832966048592,10.128289727573208,3.9448071362333814,10.128309694097286,14.612090973671634,4.3986776824460705,12.975197721528174,12.108728326838841,12.108722815624505,4.396078702221442,12.10872557122461,17.469202308602114,5.258753895211704,4,7
10.11673873178646,9.212038928611765,9.211939093339879,3.719445556594561,9.21198901139073,13.290162878784272,4.000737673774033,10.911504536816476,9.927504090849064,9.927455276179458,3.8964152288799854,9.927479683613667,14.32236092027284,4.311460245727707,10,62
6.298027903499966,5.300015923183619,5.29501190953931,2.5764165888745336,5.297514959700926,7.646306689009547,2.3017676694380143,8.272447207201218,7.273580849957976,7.2728869855109295,3.1972912997677136,7.273233937794729,10.493559021739303,3.158876026813913,500,881
8.988273479968669,8.01811646013933,8.017786965909986,3.40614162430317,8.017951717548277,11.56769685431318,3.482223733896146,11.443721350563784,10.471119537438046,10.47109119372645,4.026195268758091,10.471105365616346,15.106632229217404,4.5475494344586735,33,36
11.12833964346494,10.4160117329377,10.415981783402664,4.013211601960621,10.415996758207909,15.027128472950478,4.52361641905437,12.85741468587179,11.975196934214319,11.97519063568117,4.3669903924119,11.975193784946104,17.276557230659716,5.2007619482340175,3,8
8.70797151481451,7.7304343876875485,7.72999503791813,3.32679602424591,7.730214720845698,11.152659355034336,3.3572849972878456,10.600291966954503,9.611987219403838,9.611920295460513,3.819276979483655,9.611953757619233,13.867166294522015,4.174433009511668,44,85
6.1831321546911395,5.184903116083114,5.179286895413427,2.536366052555393,5.182096319995197,7.480234013062842,2.251774812517872,8.039824911932465,7.040723001083627,7.039847124264753,3.1295090645121815,7.040285094639203,10.157616157936209,3.0577471479799225,561,1112
10.317409427248611,9.435182479925974,9.43510261250585,3.775435330410997,9.435142546481584,13.612090973671634,4.097647686782089,12.56973261342001,11.656743203095784,11.656734542602475,4.296892531243327,11.656738872858577,16.81712561202242,5.062459250067736,8,11
10.212048911590784,9.31739944426959,9.317309592973425,3.7459749549842574,9.317354518958247,13.442165972229322,4.046495164334709,11.876585432860065,10.919144259965005,10.91912615157527,4.130379736292787,10.919135205785107,15.752995274602704,4.742124099208368,9,23
8.988273479968669,8.01811646013933,8.017786965909986,3.40614162430317,8.017951717548277,11.56769685431318,3.482223733896146,9.371059495869329,8.374465866877088,8.37423515721551,3.5022386881826013,8.374350514264286,12.081800376237469,3.6369843148718517,33,293
4.973481549448522,3.9740024929486575,3.955025520512803,2.0792314025970926,3.9645290119141534,5.733273689057406,1.7258873537573685,7.14514977053425,6.145516292682744,6.143370923868588,2.856297118325904,6.144443800050961,8.866105879155722,2.668963814358645,1883,2722
7.9195141544502405,6.929656542935238,6.928677727224005,3.0967309674358408,6.929167174999605,9.997381129556427,3.0095115980815383,10.134658337379884,9.141983590158103,9.141876509698847,3.7017121944248634,9.141930050406051,13.189094389409377,3.9703130268557434,98,136
8.251954127543517,7.266128779556451,7.265429723253953,3.1951412834136512,7.265779271766786,10.482807956726667,3.1556396337597765,8.17734319171058,7.1783738640033885,7.177610665416185,3.1697284040497338,7.177992288979402,10.356204375244635,3.1175281581751957,70,969
8.664486402874772,7.685982625116715,7.685523300316084,3.314388304753983,7.685752971507153,11.088529017614622,3.337979842092459,10.835131558031902,9.849945856503188,9.849893105062845,3.8775812542576067,9.849919480899354,14.210468040201944,4.277777132525134,46,67
7.743949380119166,6.752450086808054,6.751281389772078,3.043809677998981,6.75186579520057,9.74172625408823,2.9325518120278717,8.099046654811712,7.099999611013168,7.099174165182255,3.1468828782679092,7.099586916487682,10.243134229122266,3.083490652578253,117,1048
8.776964386301461,7.801051954901502,7.800642566930792,3.3464249480316948,7.80084726789941,11.25453896905355,3.3879538170542975,9.95477283538381,8.960888275087393,8.960759934643324,3.6555167809264426,8.960824105551612,12.927829076428639,3.891664330822003,41,163
5.2732677212625125,4.273974327350344,4.259950121024126,2.1993555522612582,4.266970419105601,6.1660415669550845,1.8561634661644169,6.695035992366543,5.695269369671485,5.691901874537268,2.7102296844756557,5.693586094605303,8.216536876151864,2.473424060200937,1395,4270
10.435192462904995,9.568713872550497,9.568643988906736,3.808588359406424,9.568678930931398,13.80473605161403,4.155639633759776,12.85741468587179,11.975196934214319,11.97519063568117,4.3669903924119,11.975193784946104,17.276557230659716,5.2007619482340175,7,8
11.821486824024886,11.51462402160581,11.514614038527128,4.265270027909783,11.514619030074682,16.612090973671634,5.000737673774033,13.66834490208812,12.956026187226046,12.956023825280763,4.576690962130554,12.956025006238592,18.69159472993856,5.626730680506299,1,3
6.762061365759198,5.765231035697557,5.762091441265571,2.7333513195307226,5.763661649192067,8.317470224780008,2.503808025700818,8.949846030793024,7.952079881280587,7.951727889907434,3.3880716054128874,7.9519038907565225,11.4724262094764,3.4535444120940246,314,447
9.048898101785104,8.080636817120663,8.080327295329356,3.4231725290896833,8.080482060216946,11.65789466328476,3.5093759799397604,11.293439147514446,10.316968857610787,10.316935789869152,3.989780780986258,10.316952323783918,14.884239807880956,4.4806026448280605,31,42
4.961871920370683,3.9623867340450087,3.943185902273285,2.074473688283448,3.9528016794428136,5.71651569129095,1.720842693762395,6.783858250045336,5.784113380839084,5.781032603674689,2.739564037180667,5.782573387723002,8.344711690476043,2.5120085240011765,1905,3907
4.986302237877584,3.986830033884366,3.9680972144929902,2.0844758878685683,3.977478245751016,5.7517799187521526,1.7314582840021346,6.773674862654637,5.773927400231308,5.770815032830188,2.736214071871382,5.772371620148652,8.330016426766614,2.5075848088304458,1859,3947
5.121986483863208,4.122592454091219,4.1062573032026215,2.139379922300802,4.114435996836967,5.947643689123662,1.7904191539478014,6.002357195890102,5.002473538883849,4.995729548192678,2.4718230896550697,4.999103438596312,7.2170437667259915,2.1725466538042877,1623,8537
8.643432993676939,7.664476419895752,7.664007107429887,3.3083708039042214,7.664241772840115,11.057502121993997,3.328639815838316,9.133060843564193,8.135744621621008,8.135451697853899,3.438122917858645,8.135598163312753,11.737398419551685,3.5333089953440635,47,372
11.12833964346494,10.4160117329377,10.415981783402664,4.013211601960621,10.415996758207909,15.027128472950478,4.52361641905437,13.108729114152696,12.2628790066661,12.262874282769957,4.429440897103648,12.262876644727417,17.69159472993856,5.325700684842317,3,6
11.12833964346494,10.4160117329377,10.415981783402664,4.013211601960621,10.415996758207909,15.027128472950478,4.52361641905437,12.752054170213963,11.857413898557935,11.857406812705353,4.341184670898763,11.85741035563436,17.106632229217404,5.149609425786636,3,9
11.821486824024886,11.51462402160581,11.514614038527128,4.265270027909783,11.514619030074682,16.612090973671634,5.000737673774033,14.361492082648065,14.054638475894155,14.05463768857968,4.801523745045797,14.054638082268905,20.276557230659716,6.103851935225961,1,1
6.79104890263245,5.794312244998398,5.791262776291861,2.742914840770922,5.792787898114254,8.359425541221386,2.5164378344272476,8.426597887028477,7.42792072664513,7.427326127712145,3.2415431405590738,7.427623441909822,10.716224396447275,3.225904983596773,305,755
10.568723855529518,9.722864552377755,9.722804652410682,3.8465425257982133,9.722834602544072,14.027128472950478,4.222586423390389,12.489689905746472,11.569731826106155,11.569722378291551,4.2775572169665494,11.56972710219928,16.69159472993856,5.024670689178336,6,12
7.162775871108765,6.1675164908883415,6.16541785423142,2.8632744500961445,6.166467356071349,8.897845456005511,2.678518379040114,7.7041230913740115,6.704764771155818,6.703538959315676,3.0294343248288964,6.70415192784466,9.672930885673525,2.911842342572291,210,1556
8.903716091940606,7.9311050831497,7.930745629515348,3.382314484313457,7.93092536171619,11.442165972229322,3.4444351730067457,9.557471037914807,8.561577032553606,8.561385696908177,3.55177996947267,8.561481366256324,12.351744727053935,3.7182456616276487,36,243
5.025781048851371,4.0263305064463815,4.008329788727816,2.1005629971700066,4.017343648627246,5.8087670546301435,1.7486131212683889,4.223861693339357,3.223880687440864,3.183266686251664,1.7530081317655704,3.203642414947076,4.651076680188637,1.4001135928700292,1787,50552
9.624262246688666,8.681410677549593,8.681240951656504,3.583190422385346,8.68132581580347,12.524628132421295,3.7702887523957593,12.058906989654018,11.110199496727715,11.110184537646706,4.174090072017059,11.110192017198807,16.02862971721613,4.825098334273132,17,19
8.563390286003404,7.582798388881484,7.582289124757121,3.285429851530805,7.5825437676254674,10.939665631700139,3.2931674976760967,10.522039770054754,9.532849898845114,9.532777463318606,3.799709493894909,9.532813681300254,13.752995274602704,4.140064107880406,51,92
7.580160071454139,6.587370336448605,6.585991728623943,2.993794344182857,6.586681111726285,9.503566516893466,2.8608585873727965,9.661011716855647,8.665566746077655,8.665394309409317,3.5790514317821414,8.665480528982185,12.501770171058542,3.7634078203858428,138,219
